iter	RMSE
415	1.314928687
416	1.308151857
417	1.301409956
418	1.294702805
419	1.288030224
420	1.281392035
421	1.274788062
422	1.268218127
423	1.261682055
424	1.255179671
425	1.248710803
426	1.242275277
427	1.235872921
428	1.229503564
429	1.223167037
430	1.21686317
431	1.210591795
432	1.204352744
433	1.198145851
434	1.191970949
435	1.185827875
436	1.179716463
437	1.173636552
438	1.167587977
439	1.161570579
440	1.155584196
441	1.149628668
442	1.143703836
443	1.137809543
444	1.13194563
445	1.126111942
446	1.120308321
447	1.114534614
448	1.108790667
449	1.103076325
450	1.097391436
451	1.091735849
452	1.086109411
453	1.080511975
454	1.074943388
455	1.069403504
456	1.063892174
457	1.05840925
458	1.052954587
459	1.047528039
460	1.04212946
461	1.036758707
462	1.031415637
463	1.026100106
464	1.020811973
465	1.015551096
466	1.010317335
467	1.005110551
468	0.9999306032
469	0.9947773546
470	0.9896506673
471	0.9845504044
472	0.9794764295
473	0.9744286074
474	0.9694068031
475	0.9644108826
476	0.9594407125
477	0.95449616
478	0.9495770932
479	0.9446833806
480	0.9398148916
481	0.9349714962
482	0.930153065
483	0.9253594694
484	0.9205905815
485	0.9158462737
486	0.9111264196
487	0.9064308929
488	0.9017595685
489	0.8971123214
490	0.8924890276
491	0.8878895637
492	0.8833138069
493	0.8787616349
494	0.8742329262
495	0.8697275599
496	0.8652454156
497	0.8607863738
498	0.8563503153
499	0.8519371216
500	0.847546675
501	0.8431788582
502	0.8388335545
503	0.834510648
504	0.8302100232
505	0.8259315652
506	0.8216751599
507	0.8174406935
508	0.813228053
509	0.809037126
510	0.8048678004
511	0.800719965
512	0.7965935091
513	0.7924883223
514	0.7884042952
515	0.7843413187
516	0.7802992842
517	0.7762780839
518	0.7722776103
519	0.7682977567
520	0.7643384168
521	0.7603994848
522	0.7564808556
523	0.7525824246
524	0.7487040876
525	0.7448457411
526	0.7410072821
527	0.7371886081
528	0.733389617
529	0.7296102076
530	0.7258502788
531	0.7221097302
532	0.718388462
533	0.7146863749
534	0.7110033699
535	0.7073393487
536	0.7036942135
537	0.700067867
538	0.6964602123
539	0.6928711531
540	0.6893005935
541	0.6857484383
542	0.6822145925
543	0.6786989619
544	0.6752014525
545	0.671721971
546	0.6682604244
547	0.6648167203
548	0.6613907668
549	0.6579824724
550	0.6545917461
551	0.6512184973
552	0.647862636
553	0.6445240725
554	0.6412027178
555	0.6378984831
556	0.6346112803
557	0.6313410215
558	0.6280876194
559	0.6248509871
560	0.6216310383
561	0.618427687
562	0.6152408476
563	0.612070435
564	0.6089163645
565	0.6057785521
566	0.6026569138
567	0.5995513663
568	0.5964618267
569	0.5933882126
570	0.5903304417
571	0.5872884326
572	0.5842621039
573	0.5812513749
574	0.5782561652
575	0.5752763948
576	0.5723119841
577	0.569362854
578	0.5664289257
579	0.5635101209
580	0.5606063617
581	0.5577175706
582	0.5548436703
583	0.5519845842
584	0.5491402359
585	0.5463105494
586	0.5434954493
587	0.5406948604
588	0.5379087078
589	0.5351369173
590	0.5323794147
591	0.5296361264
592	0.5269069793
593	0.5241919003
594	0.5214908171
595	0.5188036576
596	0.5161303499
597	0.5134708226
598	0.5108250049
599	0.508192826
600	0.5055742156
601	0.5029691039
602	0.5003774212
603	0.4977990984
604	0.4952340667
605	0.4926822574
606	0.4901436026
607	0.4876180344
608	0.4851054855
609	0.4826058886
610	0.480119177
611	0.4776452845
612	0.4751841448
613	0.4727356924
614	0.4702998617
615	0.4678765879
616	0.4654658061
617	0.4630674521
618	0.4606814617
619	0.4583077713
620	0.4559463175
621	0.4535970372
622	0.4512598677
623	0.4489347467
624	0.4466216119
625	0.4443204018
626	0.4420310547
627	0.4397535097
628	0.4374877058
629	0.4352335827
630	0.43299108
631	0.430760138
632	0.428540697
633	0.4263326978
634	0.4241360814
635	0.4219507893
636	0.419776763
637	0.4176139445
638	0.415462276
639	0.4133217002
640	0.4111921598
641	0.409073598
642	0.4069659582
643	0.4048691841
644	0.4027832199
645	0.4007080096
646	0.3986434981
647	0.3965896301
648	0.3945463508
649	0.3925136056
650	0.3904913403
651	0.3884795008
652	0.3864780335
653	0.384486885
654	0.382506002
655	0.3805353316
656	0.3785748213
657	0.3766244187
658	0.3746840717
659	0.3727537286
660	0.3708333377
661	0.3689228478
662	0.3670222079
663	0.3651313673
664	0.3632502754
665	0.361378882
666	0.3595171372
667	0.3576649913
668	0.3558223948
669	0.3539892985
670	0.3521656534
671	0.3503514109
672	0.3485465226
673	0.3467509402
674	0.3449646158
675	0.3431875017
676	0.3414195505
677	0.3396607149
678	0.337910948
679	0.3361702031
680	0.3344384337
681	0.3327155935
682	0.3310016366
683	0.3292965172
684	0.3276001898
685	0.325912609
686	0.3242337299
687	0.3225635076
688	0.3209018974
689	0.3192488551
690	0.3176043365
691	0.3159682977
692	0.314340695
693	0.3127214849
694	0.3111106243
695	0.30950807
696	0.3079137794
697	0.3063277098
698	0.304749819
699	0.3031800647
700	0.3016184051
701	0.3000647985
702	0.2985192033
703	0.2969815784
704	0.2954518826
705	0.2939300751
706	0.2924161154
707	0.2909099629
708	0.2894115775
709	0.2879209191
710	0.286437948
711	0.2849626245
712	0.2834949093
713	0.2820347631
714	0.2805821471
715	0.2791370223
716	0.2776993503
717	0.2762690926
718	0.2748462111
719	0.2734306677
720	0.2720224247
721	0.2706214444
722	0.2692276895
723	0.2678411228
724	0.2664617071
725	0.2650894058
726	0.2637241821
727	0.2623659997
728	0.2610148221
729	0.2596706135
730	0.2583333378
731	0.2570029593
732	0.2556794427
733	0.2543627524
734	0.2530528534
735	0.2517497107
736	0.2504532894
737	0.2491635551
738	0.2478804731
739	0.2466040094
740	0.2453341298
741	0.2440708003
742	0.2428139873
743	0.2415636573
744	0.2403197767
745	0.2390823125
746	0.2378512315
747	0.236626501
748	0.2354080882
749	0.2341959605
750	0.2329900856
751	0.2317904314
752	0.2305969657
753	0.2294096568
754	0.2282284729
755	0.2270533825
756	0.2258843541
757	0.2247213567
758	0.2235643591
759	0.2224133305
760	0.2212682401
761	0.2201290573
762	0.2189957518
763	0.2178682932
764	0.2167466515
765	0.2156307968
766	0.2145206991
767	0.213416329
768	0.2123176568
769	0.2112246534
770	0.2101372894
771	0.2090555358
772	0.2079793639
773	0.2069087448
774	0.2058436499
775	0.2047840509
776	0.2037299194
777	0.2026812272
778	0.2016379465
779	0.2006000493
780	0.1995675079
781	0.1985402947
782	0.1975183824
783	0.1965017436
784	0.1954903512
785	0.1944841782
786	0.1934831977
787	0.192487383
788	0.1914967076
789	0.1905111449
790	0.1895306686
791	0.1885552526
792	0.1875848709
793	0.1866194974
794	0.1856591065
795	0.1847036725
796	0.1837531699
797	0.1828075733
798	0.1818668575
799	0.1809309973
800	0.1799999678
801	0.1790737441
802	0.1781523014
803	0.1772356153
804	0.1763236611
805	0.1754164146
806	0.1745138515
807	0.1736159478
808	0.1727226794
809	0.1718340225
810	0.1709499533
811	0.1700704484
812	0.1691954842
813	0.1683250372
814	0.1674590844
815	0.1665976025
816	0.1657405687
817	0.1648879598
818	0.1640397534
819	0.1631959266
820	0.1623564569
821	0.161521322
822	0.1606904995
823	0.1598639672
824	0.1590417032
825	0.1582236853
826	0.1574098919
827	0.1566003011
828	0.1557948914
829	0.1549936412
830	0.1541965291
831	0.153403534
832	0.1526146345
833	0.1518298096
834	0.1510490385
835	0.1502723001
836	0.1494995738
837	0.148730839
838	0.1479660752
839	0.1472052618
840	0.1464483787
841	0.1456954055
842	0.1449463223
843	0.1442011089
844	0.1434597455
845	0.1427222123
846	0.1419884896
847	0.1412585579
848	0.1405323975
849	0.1398099893
850	0.1390913137
851	0.1383763517
852	0.1376650842
853	0.1369574922
854	0.1362535568
855	0.1355532591
856	0.1348565806
857	0.1341635025
858	0.1334740065
859	0.132788074
860	0.1321056868
861	0.1314268266
862	0.1307514754
863	0.130079615
864	0.1294112276
865	0.1287462954
866	0.1280848004
867	0.1274267252
868	0.1267720521
869	0.1261207636
870	0.1254728424
871	0.1248282711
872	0.1241870325
873	0.1235491096
874	0.1229144853
875	0.1222831426
876	0.1216550647
877	0.1210302349
878	0.1204086363
879	0.1197902525
880	0.1191750669
881	0.1185630632
882	0.1179542248
883	0.1173485357
884	0.1167459797
885	0.1161465405
886	0.1155502023
887	0.1149569492
888	0.1143667652
889	0.1137796346
890	0.1131955417
891	0.1126144711
892	0.112036407
893	0.1114613341
894	0.1108892371
895	0.1103201007
896	0.1097539096
897	0.1091906488
898	0.1086303032
899	0.1080728578
900	0.1075182978
901	0.1069666084
902	0.1064177748
903	0.1058717824
904	0.1053286166
905	0.1047882629
906	0.1042507068
907	0.1037159341
908	0.1031839304
909	0.1026546815
910	0.1021281733
911	0.1016043918
912	0.1010833229
913	0.1005649528
914	0.1000492676
915	0.09953105417
916	0.09901554582
917	0.09850272823
918	0.09799258719
919	0.09748510854
920	0.09698027822
921	0.09647808223
922	0.09597850665
923	0.09548153765
924	0.09498716146
925	0.09449536439
926	0.09400613282
927	0.09351945321
928	0.09303531208
929	0.09255369605
930	0.09207459178
931	0.09159798604
932	0.09112386563
933	0.09065221745
934	0.09018302847
935	0.08971628572
936	0.0892519763
937	0.08879008738
938	0.08833060622
939	0.08787352012
940	0.08741881646
941	0.0869664827
942	0.08651650635
943	0.08606887499
944	0.08562357628
945	0.08518059794
946	0.08473992776
947	0.08430155358
948	0.08386546331
949	0.08343164496
950	0.08300008655
951	0.0825707762
952	0.08214370209
953	0.08171885246
954	0.08129621561
955	0.0808757799
956	0.08045753377
957	0.08004146571
958	0.07962756426
959	0.07921581805
960	0.07880621574
961	0.07839874609
962	0.07799339788
963	0.07759015997
964	0.07718902128
965	0.07678997078
966	0.07639299753
967	0.0759980906
968	0.07560523916
969	0.07521443242
970	0.07482565964
971	0.07443891016
972	0.07405417336
973	0.07367143869
974	0.07329069564
975	0.07291193377
976	0.07253514269
977	0.07216031207
978	0.07178962521
979	0.07141865012
980	0.07105177597
981	0.07068461669
982	0.07031936762
983	0.0699581332
984	0.06959664095
985	0.06923702933
986	0.06888134776
987	0.0685254349
988	0.06817137354
989	0.06782115927
990	0.0674707395
991	0.06712412707
992	0.06677731139
993	0.06643229975
994	0.06609101499
995	0.06574955175
996	0.06540986462
997	0.06507382545
998	0.06473763188
999	0.06440504858
