draw_number,draw_date,round,tier,category,winners,prize_per_winner
2151,2016-08-03,1,2,Match 5 plus Bonus,1,50544.0
2151,2016-08-03,1,3,Match 5,33,1612.0
2151,2016-08-03,1,4,Match 4,2537,135.0
2151,2016-08-03,1,5,Match 3,65070,25.0
2151,2016-08-03,1,6,Match 2,665886,0.0
2152,2016-08-06,1,1,Match 6,0,10842259.0
2152,2016-08-06,1,2,Match 5 plus Bonus,2,44041.0
2152,2016-08-06,1,3,Match 5,50,1854.0
2152,2016-08-06,1,4,Match 4,3564,167.0
2152,2016-08-06,1,5,Match 3,87619,25.0
2152,2016-08-06,1,6,Match 2,928744,0.0
2153,2016-08-10,1,1,Match 6,0,12694073.0
2153,2016-08-10,1,2,Match 5 plus Bonus,0,0.0
2153,2016-08-10,1,3,Match 5,39,1417.0
2153,2016-08-10,1,4,Match 4,2575,138.0
2153,2016-08-10,1,5,Match 3,67494,25.0
2153,2016-08-10,1,6,Match 2,696423,0.0
2154,2016-08-13,1,1,Match 6,1,16109419.0
2154,2016-08-13,1,2,Match 5 plus Bonus,1,89412.0
2154,2016-08-13,1,3,Match 5,67,1404.0
2154,2016-08-13,1,4,Match 4,5655,107.0
2154,2016-08-13,1,5,Match 3,129818,25.0
2154,2016-08-13,1,6,Match 2,1249748,0.0
2155,2016-08-17,1,1,Match 6,0,2079852.0
2155,2016-08-17,1,2,Match 5 plus Bonus,1,47496.0
2155,2016-08-17,1,3,Match 5,36,1388.0
2155,2016-08-17,1,4,Match 4,2529,127.0
2155,2016-08-17,1,5,Match 3,63733,25.0
2155,2016-08-17,1,6,Match 2,662296,0.0
2156,2016-08-20,1,1,Match 6,0,5898564.0
2156,2016-08-20,1,2,Match 5 plus Bonus,0,0.0
2156,2016-08-20,1,3,Match 5,99,906.0
2156,2016-08-20,1,4,Match 4,4975,116.0
2156,2016-08-20,1,5,Match 3,118274,25.0
2156,2016-08-20,1,6,Match 2,1159630,0.0
2157,2016-08-24,1,1,Match 6,0,7622407.0
2157,2016-08-24,1,2,Match 5 plus Bonus,0,0.0
2157,2016-08-24,1,3,Match 5,35,1493.0
2157,2016-08-24,1,4,Match 4,2701,124.0
2157,2016-08-24,1,5,Match 3,68242,25.0
2157,2016-08-24,1,6,Match 2,700468,0.0
2158,2016-08-27,1,1,Match 6,0,12177452.0
2158,2016-08-27,1,2,Match 5 plus Bonus,0,0.0
2158,2016-08-27,1,3,Match 5,100,1188.0
2158,2016-08-27,1,4,Match 4,7436,103.0
2158,2016-08-27,1,5,Match 3,185955,25.0
2158,2016-08-27,1,6,Match 2,1746372,0.0
2159,2016-08-31,1,1,Match 6,0,14168137.0
2159,2016-08-31,1,2,Match 5 plus Bonus,0,0.0
2159,2016-08-31,1,3,Match 5,52,1125.0
2159,2016-08-31,1,4,Match 4,3423,110.0
2159,2016-08-31,1,5,Match 3,83432,25.0
2159,2016-08-31,1,6,Match 2,799795,0.0
2160,2016-09-03,1,1,Match 6,0,17766697.0
2160,2016-09-03,1,2,Match 5 plus Bonus,2,46798.0
2160,2016-09-03,1,3,Match 5,88,1119.0
2160,2016-09-03,1,4,Match 4,6898,92.0
2160,2016-09-03,1,5,Match 3,161556,25.0
2160,2016-09-03,1,6,Match 2,1461972,0.0
2161,2016-09-07,1,1,Match 6,0,19322908.0
2161,2016-09-07,1,2,Match 5 plus Bonus,3,19458.0
2161,2016-09-07,1,3,Match 5,197,311.0
2161,2016-09-07,1,4,Match 4,9185,43.0
2161,2016-09-07,1,5,Match 3,149967,25.0
2161,2016-09-07,1,6,Match 2,1080480,0.0
2162,2016-09-10,1,1,Match 6,0,22576245.0
2162,2016-09-10,1,2,Match 5 plus Bonus,4,24282.0
2162,2016-09-10,1,3,Match 5,65,1572.0
2162,2016-09-10,1,4,Match 4,4969,132.0
2162,2016-09-10,1,5,Match 3,128014,25.0
2162,2016-09-10,1,6,Match 2,1275709,0.0
2163,2016-09-14,1,1,Match 6,0,24440625.0
2163,2016-09-14,1,2,Match 5 plus Bonus,3,8168679.0
2163,2016-09-14,1,3,Match 5,51,1350.0
2163,2016-09-14,1,4,Match 4,3930,113.0
2163,2016-09-14,1,5,Match 3,92377,25.0
2163,2016-09-14,1,6,Match 2,888637,0.0
2164,2016-09-17,1,1,Match 6,0,3777516.0
2164,2016-09-17,1,2,Match 5 plus Bonus,1,86265.0
2164,2016-09-17,1,3,Match 5,56,1621.0
2164,2016-09-17,1,4,Match 4,4213,139.0
2164,2016-09-17,1,5,Match 3,111253,25.0
2164,2016-09-17,1,6,Match 2,1161447,0.0
2165,2016-09-21,1,1,Match 6,0,5968842.0
2165,2016-09-21,1,2,Match 5 plus Bonus,1,50042.0
2165,2016-09-21,1,3,Match 5,30,1755.0
2165,2016-09-21,1,4,Match 4,2389,142.0
2165,2016-09-21,1,5,Match 3,62435,25.0
2165,2016-09-21,1,6,Match 2,664479,0.0
2166,2016-09-24,1,1,Match 6,0,9286909.0
2166,2016-09-24,1,2,Match 5 plus Bonus,1,87191.0
2166,2016-09-24,1,3,Match 5,77,1191.0
2166,2016-09-24,1,4,Match 4,6555,90.0
2166,2016-09-24,1,5,Match 3,146617,25.0
2166,2016-09-24,1,6,Match 2,1310613,0.0
2167,2016-09-28,1,1,Match 6,0,11106204.0
2167,2016-09-28,1,2,Match 5 plus Bonus,0,0.0
2167,2016-09-28,1,3,Match 5,34,1603.0
2167,2016-09-28,1,4,Match 4,2249,156.0
2167,2016-09-28,1,5,Match 3,54171,25.0
2167,2016-09-28,1,6,Match 2,587648,0.0
2168,2016-10-01,1,1,Match 6,0,14494590.0
2168,2016-10-01,1,2,Match 5 plus Bonus,3,29599.0
2168,2016-10-01,1,3,Match 5,71,1316.0
2168,2016-10-01,1,4,Match 4,5742,104.0
2168,2016-10-01,1,5,Match 3,147532,25.0
2168,2016-10-01,1,6,Match 2,1389784,0.0
2169,2016-10-05,1,1,Match 6,0,16333383.0
2169,2016-10-05,1,2,Match 5 plus Bonus,2,26704.0
2169,2016-10-05,1,3,Match 5,69,814.0
2169,2016-10-05,1,4,Match 4,4732,76.0
2169,2016-10-05,1,5,Match 3,99105,25.0
2169,2016-10-05,1,6,Match 2,849207,0.0
2170,2016-10-08,1,1,Match 6,0,19422626.0
2170,2016-10-08,1,2,Match 5 plus Bonus,1,93384.0
2170,2016-10-08,1,3,Match 5,101,973.0
2170,2016-10-08,1,4,Match 4,7166,88.0
2170,2016-10-08,1,5,Match 3,159098,25.0
2170,2016-10-08,1,6,Match 2,1429961,0.0
2171,2016-10-12,1,1,Match 6,0,21056054.0
2171,2016-10-12,1,2,Match 5 plus Bonus,0,0.0
2171,2016-10-12,1,3,Match 5,52,1190.0
2171,2016-10-12,1,4,Match 4,3270,122.0
2171,2016-10-12,1,5,Match 3,85439,25.0
2171,2016-10-12,1,6,Match 2,841404,0.0
2172,2016-10-15,1,1,Match 6,0,24226822.0
2172,2016-10-15,1,2,Match 5 plus Bonus,3,31748.0
2172,2016-10-15,1,3,Match 5,59,1699.0
2172,2016-10-15,1,4,Match 4,4666,138.0
2172,2016-10-15,1,5,Match 3,124297,25.0
2172,2016-10-15,1,6,Match 2,1287517,0.0
2173,2016-10-19,1,1,Match 6,1,26196380.0
2173,2016-10-19,1,2,Match 5 plus Bonus,1,67814.0
2173,2016-10-19,1,3,Match 5,45,1586.0
2173,2016-10-19,1,4,Match 4,3144,146.0
2173,2016-10-19,1,5,Match 3,83384,25.0
2173,2016-10-19,1,6,Match 2,895326,0.0
2174,2016-10-22,1,1,Match 6,0,3644720.0
2174,2016-10-22,1,2,Match 5 plus Bonus,2,41616.0
2174,2016-10-22,1,3,Match 5,74,1183.0
2174,2016-10-22,1,4,Match 4,5842,96.0
2174,2016-10-22,1,5,Match 3,143763,25.0
2174,2016-10-22,1,6,Match 2,1293124,0.0
2175,2016-10-26,1,1,Match 6,0,5845840.0
2175,2016-10-26,1,2,Match 5 plus Bonus,0,0.0
2175,2016-10-26,1,3,Match 5,40,1293.0
2175,2016-10-26,1,4,Match 4,2891,115.0
2175,2016-10-26,1,5,Match 3,75506,25.0
2175,2016-10-26,1,6,Match 2,734926,0.0
2176,2016-10-29,1,1,Match 6,0,9075232.0
2176,2016-10-29,1,2,Match 5 plus Bonus,4,21291.0
2176,2016-10-29,1,3,Match 5,101,887.0
2176,2016-10-29,1,4,Match 4,7362,78.0
2176,2016-10-29,1,5,Match 3,165314,25.0
2176,2016-10-29,1,6,Match 2,1429374,0.0
2177,2016-11-02,1,1,Match 6,1,10816275.0
2177,2016-11-02,1,2,Match 5 plus Bonus,1,51177.0
2177,2016-11-02,1,3,Match 5,126,427.0
2177,2016-11-02,1,4,Match 4,5938,58.0
2177,2016-11-02,1,5,Match 3,111475,25.0
2177,2016-11-02,1,6,Match 2,890869,0.0
2178,2016-11-05,1,1,Match 6,2,1807674.0
2178,2016-11-05,1,2,Match 5 plus Bonus,4,20640.0
2178,2016-11-05,1,3,Match 5,138,629.0
2178,2016-11-05,1,4,Match 4,7981,70.0
2178,2016-11-05,1,5,Match 3,165631,25.0
2178,2016-11-05,1,6,Match 2,1381082,0.0
2179,2016-11-09,1,1,Match 6,0,2075555.0
2179,2016-11-09,1,2,Match 5 plus Bonus,0,0.0
2179,2016-11-09,1,3,Match 5,27,1806.0
2179,2016-11-09,1,4,Match 4,2027,155.0
2179,2016-11-09,1,5,Match 3,55481,25.0
2179,2016-11-09,1,6,Match 2,615376,0.0
2180,2016-11-12,1,1,Match 6,1,5672414.0
2180,2016-11-12,1,2,Match 5 plus Bonus,2,41069.0
2180,2016-11-12,1,3,Match 5,96,900.0
2180,2016-11-12,1,4,Match 4,6852,81.0
2180,2016-11-12,1,5,Match 3,152318,25.0
2180,2016-11-12,1,6,Match 2,1337325,0.0
2181,2016-11-16,1,1,Match 6,0,2006766.0
2181,2016-11-16,1,2,Match 5 plus Bonus,1,45827.0
2181,2016-11-16,1,3,Match 5,29,1663.0
2181,2016-11-16,1,4,Match 4,2133,145.0
2181,2016-11-16,1,5,Match 3,56039,25.0
2181,2016-11-16,1,6,Match 2,604347,0.0
2182,2016-11-19,1,1,Match 6,0,5563528.0
2182,2016-11-19,1,2,Match 5 plus Bonus,5,16244.0
2182,2016-11-19,1,3,Match 5,193,443.0
2182,2016-11-19,1,4,Match 4,11203,49.0
2182,2016-11-19,1,5,Match 3,211377,25.0
2182,2016-11-19,1,6,Match 2,1595234,0.0
2183,2016-11-23,1,1,Match 6,0,7211954.0
2183,2016-11-23,1,2,Match 5 plus Bonus,2,24531.0
2183,2016-11-23,1,3,Match 5,61,846.0
2183,2016-11-23,1,4,Match 4,4629,71.0
2183,2016-11-23,1,5,Match 3,101894,25.0
2183,2016-11-23,1,6,Match 2,846226,0.0
2184,2016-11-26,1,1,Match 6,1,10394608.0
2184,2016-11-26,1,2,Match 5 plus Bonus,4,21024.0
2184,2016-11-26,1,3,Match 5,100,885.0
2184,2016-11-26,1,4,Match 4,6714,85.0
2184,2016-11-26,1,5,Match 3,134970,25.0
2184,2016-11-26,1,6,Match 2,1273339,0.0
2185,2016-11-30,1,1,Match 6,0,2046590.0
2185,2016-11-30,1,2,Match 5 plus Bonus,0,0.0
2185,2016-11-30,1,3,Match 5,34,1414.0
2185,2016-11-30,1,4,Match 4,2274,136.0
2185,2016-11-30,1,5,Match 3,60962,25.0
2185,2016-11-30,1,6,Match 2,605464,0.0
2186,2016-12-03,1,1,Match 6,0,5572309.0
2186,2016-12-03,1,2,Match 5 plus Bonus,4,20128.0
2186,2016-12-03,1,3,Match 5,127,667.0
2186,2016-12-03,1,4,Match 4,9027,60.0
2186,2016-12-03,1,5,Match 3,182791,25.0
2186,2016-12-03,1,6,Match 2,1451435,0.0
2187,2016-12-07,1,1,Match 6,0,7215444.0
2187,2016-12-07,1,2,Match 5 plus Bonus,1,48941.0
2187,2016-12-07,1,3,Match 5,30,1717.0
2187,2016-12-07,1,4,Match 4,2728,121.0
2187,2016-12-07,1,5,Match 3,67517,25.0
2187,2016-12-07,1,6,Match 2,669938,0.0
2188,2016-12-10,1,1,Match 6,0,10343595.0
2188,2016-12-10,1,2,Match 5 plus Bonus,2,41427.0
2188,2016-12-10,1,3,Match 5,73,1194.0
2188,2016-12-10,1,4,Match 4,5351,105.0
2188,2016-12-10,1,5,Match 3,129073,25.0
2188,2016-12-10,1,6,Match 2,1235128,0.0
2189,2016-12-14,1,1,Match 6,0,12040376.0
2189,2016-12-14,1,2,Match 5 plus Bonus,1,50166.0
2189,2016-12-14,1,3,Match 5,51,1035.0
2189,2016-12-14,1,4,Match 4,4157,81.0
2189,2016-12-14,1,5,Match 3,98640,25.0
2189,2016-12-14,1,6,Match 2,877657,0.0
2190,2016-12-17,1,1,Match 6,0,15287600.0
2190,2016-12-17,1,2,Match 5 plus Bonus,3,28524.0
2190,2016-12-17,1,3,Match 5,65,1385.0
2190,2016-12-17,1,4,Match 4,5156,112.0
2190,2016-12-17,1,5,Match 3,126616,25.0
2190,2016-12-17,1,6,Match 2,1237919,0.0
2191,2016-12-21,1,1,Match 6,0,16574503.0
2191,2016-12-21,1,2,Match 5 plus Bonus,1,52224.0
2191,2016-12-21,1,3,Match 5,52,1057.0
2191,2016-12-21,1,4,Match 4,3187,111.0
2191,2016-12-21,1,5,Match 3,74721,25.0
2191,2016-12-21,1,6,Match 2,739470,0.0
2192,2016-12-24,1,1,Match 6,0,20765992.0
2192,2016-12-24,1,2,Match 5 plus Bonus,0,0.0
2192,2016-12-24,1,3,Match 5,54,2259.0
2192,2016-12-24,1,4,Match 4,5593,140.0
2192,2016-12-24,1,5,Match 3,140795,25.0
2192,2016-12-24,1,6,Match 2,1467443,0.0
2193,2016-12-28,1,1,Match 6,0,22170849.0
2193,2016-12-28,1,2,Match 5 plus Bonus,0,0.0
2193,2016-12-28,1,3,Match 5,20,2825.0
2193,2016-12-28,1,4,Match 4,2144,170.0
2193,2016-12-28,1,5,Match 3,53817,25.0
2193,2016-12-28,1,6,Match 2,601345,0.0
2194,2016-12-31,1,1,Match 6,0,26293902.0
2194,2016-12-31,1,2,Match 5 plus Bonus,1,26410895.0
2194,2016-12-31,1,3,Match 5,89,1383.0
2194,2016-12-31,1,4,Match 4,5757,137.0
2194,2016-12-31,1,5,Match 3,140568,25.0
2194,2016-12-31,1,6,Match 2,1460568,0.0
2195,2017-01-04,1,1,Match 6,0,2024754.0
2195,2017-01-04,1,2,Match 5 plus Bonus,1,46238.0
2195,2017-01-04,1,3,Match 5,36,1351.0
2195,2017-01-04,1,4,Match 4,2849,110.0
2195,2017-01-04,1,5,Match 3,69032,25.0
2195,2017-01-04,1,6,Match 2,663842,0.0
2196,2017-01-07,1,1,Match 6,0,5689783.0
2196,2017-01-07,1,2,Match 5 plus Bonus,0,0.0
2196,2017-01-07,1,3,Match 5,76,1133.0
2196,2017-01-07,1,4,Match 4,4690,118.0
2196,2017-01-07,1,5,Match 3,109793,25.0
2196,2017-01-07,1,6,Match 2,1093498,0.0
2197,2017-01-11,1,1,Match 6,0,7291956.0
2197,2017-01-11,1,2,Match 5 plus Bonus,1,48006.0
2197,2017-01-11,1,3,Match 5,28,1804.0
2197,2017-01-11,1,4,Match 4,2067,157.0
2197,2017-01-11,1,5,Match 3,55628,25.0
2197,2017-01-11,1,6,Match 2,606644,0.0
2198,2017-01-14,1,1,Match 6,0,10526484.0
2198,2017-01-14,1,2,Match 5 plus Bonus,0,0.0
2198,2017-01-14,1,3,Match 5,64,1371.0
2198,2017-01-14,1,4,Match 4,3804,148.0
2198,2017-01-14,1,5,Match 3,97078,25.0
2198,2017-01-14,1,6,Match 2,1051767,0.0
2199,2017-01-18,1,1,Match 6,2,6103436.0
2199,2017-01-18,1,2,Match 5 plus Bonus,1,49792.0
2199,2017-01-18,1,3,Match 5,64,818.0
2199,2017-01-18,1,4,Match 4,4001,84.0
2199,2017-01-18,1,5,Match 3,88893,25.0
2199,2017-01-18,1,6,Match 2,790203,0.0
2200,2017-01-21,1,1,Match 6,0,3495493.0
2200,2017-01-21,1,2,Match 5 plus Bonus,2,39912.0
2200,2017-01-21,1,3,Match 5,40,2100.0
2200,2017-01-21,1,4,Match 4,3401,159.0
2200,2017-01-21,1,5,Match 3,85858,25.0
2200,2017-01-21,1,6,Match 2,927218,0.0
2201,2017-01-25,1,1,Match 6,0,5552469.0
2201,2017-01-25,1,2,Match 5 plus Bonus,0,0.0
2201,2017-01-25,1,3,Match 5,37,1306.0
2201,2017-01-25,1,4,Match 4,3013,103.0
2201,2017-01-25,1,5,Match 3,74103,25.0
2201,2017-01-25,1,6,Match 2,709383,0.0
2202,2017-01-28,1,1,Match 6,2,4369877.0
2202,2017-01-28,1,2,Match 5 plus Bonus,0,0.0
2202,2017-01-28,1,3,Match 5,90,962.0
2202,2017-01-28,1,4,Match 4,6385,87.0
2202,2017-01-28,1,5,Match 3,141210,25.0
2202,2017-01-28,1,6,Match 2,1276040,0.0
2203,2017-02-01,1,1,Match 6,0,2039290.0
2203,2017-02-01,1,2,Match 5 plus Bonus,0,0.0
2203,2017-02-01,1,3,Match 5,48,998.0
2203,2017-02-01,1,4,Match 4,2963,104.0
2203,2017-02-01,1,5,Match 3,70644,25.0
2203,2017-02-01,1,6,Match 2,682727,0.0
2204,2017-02-04,1,1,Match 6,0,5610040.0
2204,2017-02-04,1,2,Match 5 plus Bonus,1,81543.0
2204,2017-02-04,1,3,Match 5,107,802.0
2204,2017-02-04,1,4,Match 4,6015,92.0
2204,2017-02-04,1,5,Match 3,140113,25.0
2204,2017-02-04,1,6,Match 2,1265603,0.0
2205,2017-02-08,1,1,Match 6,0,7267133.0
2205,2017-02-08,1,2,Match 5 plus Bonus,0,0.0
2205,2017-02-08,1,3,Match 5,40,1267.0
2205,2017-02-08,1,4,Match 4,2780,117.0
2205,2017-02-08,1,5,Match 3,70049,25.0
2205,2017-02-08,1,6,Match 2,696250,0.0
2206,2017-02-11,1,1,Match 6,0,10376181.0
2206,2017-02-11,1,2,Match 5 plus Bonus,3,27472.0
2206,2017-02-11,1,3,Match 5,58,1495.0
2206,2017-02-11,1,4,Match 4,4351,128.0
2206,2017-02-11,1,5,Match 3,114509,25.0
2206,2017-02-11,1,6,Match 2,1150848,0.0
2207,2017-02-15,1,1,Match 6,0,12118230.0
2207,2017-02-15,1,2,Match 5 plus Bonus,0,0.0
2207,2017-02-15,1,3,Match 5,45,1170.0
2207,2017-02-15,1,4,Match 4,3175,107.0
2207,2017-02-15,1,5,Match 3,73083,25.0
2207,2017-02-15,1,6,Match 2,715756,0.0
2208,2017-02-18,1,1,Match 6,1,15342900.0
2208,2017-02-18,1,2,Match 5 plus Bonus,3,28352.0
2208,2017-02-18,1,3,Match 5,65,1377.0
2208,2017-02-18,1,4,Match 4,4963,116.0
2208,2017-02-18,1,5,Match 3,123368,25.0
2208,2017-02-18,1,6,Match 2,1217285,0.0
2209,2017-02-22,1,1,Match 6,0,2014488.0
2209,2017-02-22,1,2,Match 5 plus Bonus,0,0.0
2209,2017-02-22,1,3,Match 5,20,2367.0
2209,2017-02-22,1,4,Match 4,2415,126.0
2209,2017-02-22,1,5,Match 3,63226,25.0
2209,2017-02-22,1,6,Match 2,636114,0.0
2210,2017-02-25,1,1,Match 6,0,5590553.0
2210,2017-02-25,1,2,Match 5 plus Bonus,2,40832.0
2210,2017-02-25,1,3,Match 5,74,1161.0
2210,2017-02-25,1,4,Match 4,5264,105.0
2210,2017-02-25,1,5,Match 3,115258,25.0
2210,2017-02-25,1,6,Match 2,1108388,0.0
2211,2017-03-01,1,1,Match 6,0,7199492.0
2211,2017-03-01,1,2,Match 5 plus Bonus,1,48160.0
2211,2017-03-01,1,3,Match 5,50,1013.0
2211,2017-03-01,1,4,Match 4,3688,88.0
2211,2017-03-01,1,5,Match 3,86952,25.0
2211,2017-03-01,1,6,Match 2,788377,0.0
2212,2017-03-04,1,1,Match 6,0,10369492.0
2212,2017-03-04,1,2,Match 5 plus Bonus,1,83810.0
2212,2017-03-04,1,3,Match 5,55,1604.0
2212,2017-03-04,1,4,Match 4,3669,155.0
2212,2017-03-04,1,5,Match 3,92547,25.0
2212,2017-03-04,1,6,Match 2,973992,0.0
2213,2017-03-08,1,1,Match 6,0,12020527.0
2213,2017-03-08,1,2,Match 5 plus Bonus,1,49122.0
2213,2017-03-08,1,3,Match 5,49,1055.0
2213,2017-03-08,1,4,Match 4,3900,85.0
2213,2017-03-08,1,5,Match 3,89568,25.0
2213,2017-03-08,1,6,Match 2,801385,0.0
2214,2017-03-11,1,1,Match 6,0,15207601.0
2214,2017-03-11,1,2,Match 5 plus Bonus,1,84199.0
2214,2017-03-11,1,3,Match 5,57,1554.0
2214,2017-03-11,1,4,Match 4,4638,123.0
2214,2017-03-11,1,5,Match 3,115854,25.0
2214,2017-03-11,1,6,Match 2,1156143,0.0
2215,2017-03-15,1,1,Match 6,0,16422135.0
2215,2017-03-15,1,2,Match 5 plus Bonus,1,50572.0
2215,2017-03-15,1,3,Match 5,30,1774.0
2215,2017-03-15,1,4,Match 4,2730,125.0
2215,2017-03-15,1,5,Match 3,68633,25.0
2215,2017-03-15,1,6,Match 2,701797,0.0
2216,2017-03-18,1,1,Match 6,1,19132964.0
2216,2017-03-18,1,2,Match 5 plus Bonus,6,14123.0
2216,2017-03-18,1,3,Match 5,178,501.0
2216,2017-03-18,1,4,Match 4,8785,65.0
2216,2017-03-18,1,5,Match 3,172630,25.0
2216,2017-03-18,1,6,Match 2,1427843,0.0
2217,2017-03-22,1,1,Match 6,3,663276.0
2217,2017-03-22,1,2,Match 5 plus Bonus,6,7573.0
2217,2017-03-22,1,3,Match 5,244,196.0
2217,2017-03-22,1,4,Match 4,9314,33.0
2217,2017-03-22,1,5,Match 3,139989,25.0
2217,2017-03-22,1,6,Match 2,919503,0.0
2218,2017-03-25,1,1,Match 6,0,3566205.0
2218,2017-03-25,1,2,Match 5 plus Bonus,0,0.0
2218,2017-03-25,1,3,Match 5,36,2328.0
2218,2017-03-25,1,4,Match 4,3025,178.0
2218,2017-03-25,1,5,Match 3,69007,25.0
2218,2017-03-25,1,6,Match 2,697346,0.0
2219,2017-03-29,1,1,Match 6,0,5597315.0
2219,2017-03-29,1,2,Match 5 plus Bonus,0,0.0
2219,2017-03-29,1,3,Match 5,26,1835.0
2219,2017-03-29,1,4,Match 4,2747,112.0
2219,2017-03-29,1,5,Match 3,66452,25.0
2219,2017-03-29,1,6,Match 2,669115,0.0
2220,2017-04-01,1,1,Match 6,0,8647634.0
2220,2017-04-01,1,2,Match 5 plus Bonus,3,27025.0
2220,2017-04-01,1,3,Match 5,97,879.0
2220,2017-04-01,1,4,Match 4,7032,78.0
2220,2017-04-01,1,5,Match 3,158882,25.0
2220,2017-04-01,1,6,Match 2,1381581,0.0
2221,2017-04-05,1,1,Match 6,0,10353081.0
2221,2017-04-05,1,2,Match 5 plus Bonus,0,0.0
2221,2017-04-05,1,3,Match 5,46,1126.0
2221,2017-04-05,1,4,Match 4,3624,92.0
2221,2017-04-05,1,5,Match 3,82381,25.0
2221,2017-04-05,1,6,Match 2,755471,0.0
2222,2017-04-08,1,1,Match 6,0,13409218.0
2222,2017-04-08,1,2,Match 5 plus Bonus,3,27069.0
2222,2017-04-08,1,3,Match 5,57,1499.0
2222,2017-04-08,1,4,Match 4,4214,130.0
2222,2017-04-08,1,5,Match 3,103309,25.0
2222,2017-04-08,1,6,Match 2,1046186,0.0
2223,2017-04-12,1,1,Match 6,1,15107556.0
2223,2017-04-12,1,2,Match 5 plus Bonus,0,0.0
2223,2017-04-12,1,3,Match 5,31,1666.0
2223,2017-04-12,1,4,Match 4,2633,126.0
2223,2017-04-12,1,5,Match 3,64041,25.0
2223,2017-04-12,1,6,Match 2,653347,0.0
2224,2017-04-15,1,1,Match 6,1,3421655.0
2224,2017-04-15,1,2,Match 5 plus Bonus,6,13023.0
2224,2017-04-15,1,3,Match 5,326,252.0
2224,2017-04-15,1,4,Match 4,13590,39.0
2224,2017-04-15,1,5,Match 3,212809,25.0
2224,2017-04-15,1,6,Match 2,1480247,0.0
2225,2017-04-19,1,1,Match 6,0,1951446.0
2225,2017-04-19,1,2,Match 5 plus Bonus,1,44564.0
2225,2017-04-19,1,3,Match 5,19,2468.0
2225,2017-04-19,1,4,Match 4,1725,175.0
2225,2017-04-19,1,5,Match 3,43917,25.0
2225,2017-04-19,1,6,Match 2,489801,0.0
2226,2017-04-22,1,1,Match 6,0,5430100.0
2226,2017-04-22,1,2,Match 5 plus Bonus,0,0.0
2226,2017-04-22,1,3,Match 5,52,1572.0
2226,2017-04-22,1,4,Match 4,3913,134.0
2226,2017-04-22,1,5,Match 3,101492,25.0
2226,2017-04-22,1,6,Match 2,1053894,0.0
2227,2017-04-26,1,1,Match 6,0,6947106.0
2227,2017-04-26,1,2,Match 5 plus Bonus,1,46061.0
2227,2017-04-26,1,3,Match 5,37,1310.0
2227,2017-04-26,1,4,Match 4,2258,138.0
2227,2017-04-26,1,5,Match 3,59033,25.0
2227,2017-04-26,1,6,Match 2,620432,0.0
2228,2017-04-29,1,1,Match 6,0,9994885.0
2228,2017-04-29,1,2,Match 5 plus Bonus,1,81018.0
2228,2017-04-29,1,3,Match 5,67,1272.0
2228,2017-04-29,1,4,Match 4,4703,116.0
2228,2017-04-29,1,5,Match 3,116360,25.0
2228,2017-04-29,1,6,Match 2,1133613,0.0
2229,2017-05-03,1,1,Match 6,0,11684226.0
2229,2017-05-03,1,2,Match 5 plus Bonus,0,0.0
2229,2017-05-03,1,3,Match 5,34,1513.0
2229,2017-05-03,1,4,Match 4,2398,138.0
2229,2017-05-03,1,5,Match 3,61311,25.0
2229,2017-05-03,1,6,Match 2,636162,0.0
2230,2017-05-06,1,1,Match 6,0,14794798.0
2230,2017-05-06,1,2,Match 5 plus Bonus,1,82452.0
2230,2017-05-06,1,3,Match 5,63,1377.0
2230,2017-05-06,1,4,Match 4,4665,120.0
2230,2017-05-06,1,5,Match 3,111197,25.0
2230,2017-05-06,1,6,Match 2,1100546,0.0
2231,2017-05-10,1,1,Match 6,0,16042516.0
2231,2017-05-10,1,2,Match 5 plus Bonus,0,0.0
2231,2017-05-10,1,3,Match 5,40,1320.0
2231,2017-05-10,1,4,Match 4,3178,107.0
2231,2017-05-10,1,5,Match 3,83077,25.0
2231,2017-05-10,1,6,Match 2,770865,0.0
2232,2017-05-13,1,1,Match 6,0,18754003.0
2232,2017-05-13,1,2,Match 5 plus Bonus,1,84757.0
2232,2017-05-13,1,3,Match 5,100,892.0
2232,2017-05-13,1,4,Match 4,7410,77.0
2232,2017-05-13,1,5,Match 3,175247,25.0
2232,2017-05-13,1,6,Match 2,1418252,0.0
2233,2017-05-17,1,1,Match 6,0,20114637.0
2233,2017-05-17,1,2,Match 5 plus Bonus,2,26954.0
2233,2017-05-17,1,3,Match 5,87,652.0
2233,2017-05-17,1,4,Match 4,5473,66.0
2233,2017-05-17,1,5,Match 3,110403,25.0
2233,2017-05-17,1,6,Match 2,907858,0.0
2234,2017-05-20,1,1,Match 6,0,23036730.0
2234,2017-05-20,1,2,Match 5 plus Bonus,1,89567.0
2234,2017-05-20,1,3,Match 5,88,1071.0
2234,2017-05-20,1,4,Match 4,6391,95.0
2234,2017-05-20,1,5,Match 3,155489,25.0
2234,2017-05-20,1,6,Match 2,1433034,0.0
2235,2017-05-24,1,1,Match 6,0,0.0
2235,2017-05-24,1,2,Match 5 plus Bonus,2,100000012759916.0
2235,2017-05-24,1,3,Match 5,45,17501819.0
2235,2017-05-24,1,4,Match 4,3973,140132.0
2235,2017-05-24,1,5,Match 3,99299,3025.0
2235,2017-05-24,1,6,Match 2,1024259,0.0
2236,2017-05-27,1,1,Match 6,0,3494644.0
2236,2017-05-27,1,2,Match 5 plus Bonus,0,0.0
